Game of Thrones *** Game of Thrones is roughly based on the storylines of A Song of Ice and Fire, set in the fictional Seven Kingdoms of Westeros and the continent of Essos *** https://upload.wikimedia.org/wikipedia/en/d/d8/Game_of_Thrones_title_card.jpg *** https://www.youtube.com/watch?v=BpJYNVhGf1s *** 8
Mr. Robot *** It stars Rami Malek as Elliot Alderson, a cybersecurity engineer and hacker who has social anxiety disorder and clinical depression. Elliot is recruited by an insurrectionary anarchist known as "Mr. Robot", played by Christian Slater, to join a group of hacktivists called "fsociety". *** https://upload.wikimedia.org/wikipedia/en/9/95/MrRobot_intertitle.png *** https://www.youtube.com/watch?v=xIBiJ_SzJTA *** 3
Dark *** When local children in the fictional[8] German town of Winden start disappearing, it brings to light the fractured relationships, double lives, and dark past of four families living there, revealing a mystery that spans three generations. *** https://upload.wikimedia.org/wikipedia/en/2/20/DarkNetflixPoster.jpg *** https://www.youtube.com/watch?v=zy0b9e40tK8 *** 2
