Interstellar *** A movie which talk about gravity and the teory of time and space *** https://upload.wikimedia.org/wikipedia/en/b/bc/Interstellar_film_poster.jpg *** https://www.youtube.com/watch?v=zSWdZVtXT7E&t=7s
The Da Vinci Code *** A murder in Paris' Louvre Museum and cryptic clues in some of Leonardo da Vinci's most famous paintings lead to the discovery of a religious mystery. For 2,000 years a secret society closely guards information that -- should it come to light -- could rock the very foundations of Christianity. *** https://upload.wikimedia.org/wikipedia/en/e/e9/The_da_vinci_code_final.jpg *** https://www.youtube.com/watch?v=lfqHb6INj3w
Lucy *** When a boyfriend tricks Lucy (Scarlett Johansson) into delivering a briefcase to a supposed business contact, the once-carefree student is abducted by thugs who intend to turn her into a drug mule. She is surgically implanted with a package containing a powerful chemical, but it leaks into her system, giving her superhuman abilities, including telekinesis and telepathy. With her former captors in pursuit, Lucy seeks out a neurologist (Morgan Freeman), who she hopes will be able to help her. *** https://upload.wikimedia.org/wikipedia/en/1/14/Lucy_%282014_film%29_poster.jpg *** https://www.youtube.com/watch?v=MVt32qoyhi0
